         183      120127  160010076012DEC200712DEC2007  1231898348 1220101400289   4            240.80       27.40 .                                            
         215      120132  160010272114DEC200714DEC2007  1231908237 1240200100180   2            243.20       62.90 .                                            
          17      121020  926012330617DEC200717DEC2007  1231928627 1240100400070   1            175.90      127.95 .                                            
         111      120127  160010207218DEC200718DEC2007  1231930216 1220100300008   4            342.80       34.35 .                                            
         111      120127  160010207219DEC200719DEC2007  1231936241 1220101400017   2             22.20        5.00 .                                            
           5    99999999  926011457021DEC200723DEC2007  1231950921 2230100500093   2            265.60       55.85 .                                            
           5    99999999  926011457021DEC200723DEC2007  1231950921 2230100600030   1             86.30       41.40 .                                            
         111    99999999  160010207222DEC200724DEC2007  1231952752 2220100100298   2            105.80       26.55 .                                            
       70210    99999999  260010001522DEC200723DEC2007  1231953192 3240200100052   2            199.40       51.40 .                                            
           5      121037  926011457022DEC200722DEC2007  1231956902 1220101400276   2            136.80       31.20 .                                            
          19    99999999  394010654726DEC200730DEC2007  1231976710 3240300100020   4             56.40        6.05 .                                            
          19    99999999  394010654726DEC200730DEC2007  1231976710 3240300100032   2           1200.20      300.00 .                                            
         183      120158  160010076027DEC200727DEC2007  1231982684 1240400300033   3            107.10       14.35 .                                            
         195      120148  160010166328DEC200728DEC2007  1231986335 1230100500008   1             38.00       16.80 .                                            
       70046    99999999  260010001731DEC200701JAN2008  1232003930 3240200100124   2             49.00       12.35 .                                            
           5    99999999  926011457031DEC200704JAN2008  1232007693 2240100400044   1            353.60      174.75 .                                            
           5    99999999  926011457031DEC200704JAN2008  1232007693 2240100400049   1            421.20      212.95 .                                            
          45      121066  926010484731DEC200731DEC2007  1232007700 1230100100045   2            249.60       53.60 .                                            
          45      121066  926010484731DEC200731DEC2007  1232007700 1230100200019   2            398.20       95.65 .                                            
          45      121066  926010484731DEC200731DEC2007  1232007700 1230100500056   1              8.00        3.50 .                                            
          53      120143  160010325813JAN200813JAN2008  1232087464 1230100600022   4            336.40       42.15 .                                            
          49      121039  926010451013JAN200813JAN2008  1232092527 1220100200004   1              6.50        2.60 .                                            
          49      121039  926010451013JAN200813JAN2008  1232092527 1220100900006   1             88.40       35.45 .                                            
          49      121039  926010451013JAN200813JAN2008  1232092527 1220101400150   1             28.20       12.90 .                                            
          34      121040  926011137923JAN200823JAN2008  1232161564 1220100100197   1            101.30       50.75 .                                            
        2618    99999999  801010012525JAN200830JAN2008  1232173841 3240100100581   1             28.00       11.55 .                                            
        2618    99999999  801010012525JAN200830JAN2008  1232173841 3240100400147   1            248.30      122.75 .                                            
          89    99999999  926011655101FEB200804FEB2008  1232217725 2230100100062   2            283.40       61.00 .                                            
         195      120150  160010166305FEB200805FEB2008  1232240447 1230100200059   2             77.60       16.65 .                                            
       70046    99999999  260010001705FEB200806FEB2008  1232241009 3240200200039   1             22.20        9.20 .                                            
         171      120148  160010155515FEB200815FEB2008  1232307056 1230100500081   2            146.00       30.35 .                                            
          20      121039  926011893415FEB200815FEB2008  1232311932 1220100300025   2            206.00       42.40 .                                            
          23    99999999  926012667918FEB200822FEB2008  1232331499 2230100100051   2            369.80       78.15 .                                            
          13    99999999  394010518925FEB200828FEB2008  1232373481 2220200100229   1            165.50       82.85 .                                            
           4    99999999  926010651902MAR200803MAR2008  1232410925 3240800200030   1             47.70       18.80 .                                            
           4      121100  926010651909MAR200809MAR2008  1232455720 1240600100017   1             53.00       23.25 .                                            
       70201    99999999  260010001219MAR200824MAR2008  1232517885 3240200100226   1            183.90       86.65 .                                            
           4    99999999  926010651920MAR200821MAR2008  1232530384 3240700200019   1             16.90        8.60 .                                            
          49      121037  926010451020MAR200820MAR2008  1232530393 1220100100125   1             33.40       16.80 .                                            
          49      121037  926010451020MAR200820MAR2008  1232530393 1220100100513   1             63.90       32.05 .                                            
          49      121037  926010451020MAR200820MAR2008  1232530393 1220100300019   1             35.60       16.70 .                                            
          92      121068  926011767624MAR200824MAR2008  1232554759 1230100600022   1             84.10       42.15 .                                            
         195      120160  160010166330MAR200830MAR2008  1232590052 1240400300013   1             51.80       21.60 .                                            
         195      120160  160010166330MAR200830MAR2008  1232590052 1240400300035   1             19.10        7.70 .                                            
          89    99999999  926011655131MAR200803APR2008  1232601472 2230100500094   2            173.20       34.10 .                                            
       54655    99999999  260010001303APR200806APR2008  1232618023 2240200100183   1             95.70       47.95 .                                            
          49      121031  926010451007APR200815APR2008  1232648239 1210201000126   1              6.50        2.30 .                                            
           4    99999999  926010651908APR200809APR2008  1232654929 3240500100017   4            214.00       23.75 .                                            
           4    99999999  926010651908APR200809APR2008  1232654929 3240500100029   1             58.90       26.10 .                                            
       11171    99999999  260010003211APR200813APR2008  1232672914 3240200100101   2             38.80       10.20 .                                            
       11171    99999999  260010003211APR200813APR2008  1232672914 3240200200011   2            271.40       13.00 .                                            
           9    99999999  394010665915APR200820APR2008  1232698281 3230100600035   1             29.40       14.15 .                                            
           4      121041  926010651916APR200816APR2008  1232709099 1220101400145   1             16.70        7.75 .                                            
          34      121105  926011137916APR200816APR2008  1232709115 1240700100001   3             70.80       12.30 .                                            
          41    99999999  160010152719APR200823APR2008  1232723799 3210200600112   1             21.80        9.25 .                                            
           5    99999999  926011457019APR200823APR2008  1232728634 2240100100403   1            168.70       76.55 .                                            
         215      120151  160010272127APR200827APR2008  1232777080 1230100500012   1             73.90       33.25 .                                            
         215      120151  160010272127APR200827APR2008  1232777080 1230100600023   1             73.40       36.80 .                                            
         195      120143  160010166329APR200829APR2008  1232790793 1230100200074   1             50.10       24.50 .                                            
          45    99999999  926010484708MAY200812MAY2008  1232857157 2230100600030   2            172.60       41.40 .                                            
         908    99999999  905010002313MAY200817MAY2008  1232889267 2230100200054   3            407.40       61.80 .                                            
          34      121021  926011137914MAY200814MAY2008  1232897220 1240100400129   3            712.20      111.00 .                                            
         544    99999999  905010000820MAY200821MAY2008  1232936635 2230100600030   2            172.60       41.40 .                                            
         111    99999999  160010207222MAY200824MAY2008  1232946301 2220101400061   2            102.00       23.30 .                                            
          52    99999999  926011623523MAY200824MAY2008  1232956741 3230100500008   2             76.00       16.80 .                                            
         171      120145  160010155526MAY200826MAY2008  1232972274 1230100200054   1            135.80       61.80 .                                            
         171      120145  160010155526MAY200826MAY2008  1232972274 1230100500056   1              8.00        3.50 .                                            
         183      120122  160010076028MAY200828MAY2008  1232985693 1240100100186   1            273.00      122.80 .                                            
           4      121109  926010651929MAY200829MAY2008  1232998740 1240700100011   3             80.97       10.23 .                                            
          34      121025  926011137930MAY200830MAY2008  1233003688 1240100100535   1             28.60       12.95 .                                            
       14104    99999999  475010000106JUN200809JUN2008  1233049735 3220101400216   2             48.80       11.20 .                                            
         215      120148  160010272109JUN200809JUN2008  1233066745 1230100600022   1             84.10       42.15 .                                            
          49      121060  926010451010JUN200810JUN2008  1233078086 1220200200071   2            200.20       43.50 .                                            
          12      121054  926010371312JUN200812JUN2008  1233092596 1240300100048   1             15.50        6.70 .                                            
          45      121084  926010484718JUN200818JUN2008  1233131266 1240400300039   2             39.20        7.90 .                                            
         171      120121  160010155524JUN200824JUN2008  1233166411 1240100100734   1             10.10        4.15 .                                            
       70187    99999999  260010003524JUN200829JUN2008  1233167161 2240200100095   2            237.00       52.55 .                                            
          49      121109  926010451005JUL200805JUL2008  1233243603 1240700200004   2              8.40        2.20 .                                            
       19444    99999999  475010000106JUL200811JUL2008  1233248920 2220100700042   2            171.20       36.35 .                                            
       19444    99999999  475010000106JUL200811JUL2008  1233248920 2220101400387   3             37.80        5.85 .                                            
          75      121029  926010806809JUL200809JUL2008  1233270605 1210200600085   2             75.20       17.00 .                                            
       70059    99999999  260010004711JUL200815JUL2008  1233280857 3220100100609   3            173.70       29.05 .                                            
           5      121053  926011457016JUL200816JUL2008  1233315988 1240300200018   1             87.20       39.70 .                                            
           5      121053  926011457016JUL200816JUL2008  1233315988 1240300300071   1            138.00       60.10 .                                            
          13    99999999  394010518926JUL200829JUL2008  1233378724 2240300100046   1             14.10        6.90 .                                            
          34      121105  926011137910AUG200810AUG2008  1233482761 1240700200021   2             38.80       10.35 .                                            
        2550    99999999  801010000910AUG200815AUG2008  1233484749 3240100400098   2            503.60      125.85 .                                            
        2550    99999999  801010000910AUG200815AUG2008  1233484749 3240100400136   3            272.70       45.40 .                                            
       70201    99999999  260010001215AUG200820AUG2008  1233514453 3240200200060   3            553.50       73.85 .                                            
         215      120123  160010272118AUG200818AUG2008  1233531965 1240100400112   1            114.00       54.80 .                                            
           4    99999999  926010651919AUG200820AUG2008  1233543560 3240500200083   3            201.90       28.00 .                                            
          41      120134  160010152720AUG200820AUG2008  1233545775 1240200100007   2             49.40       11.80 .                                            
          41      120134  160010152720AUG200820AUG2008  1233545775 1240200100020   1            189.60      100.60 .                                            
         215      120150  160010272120AUG200820AUG2008  1233545781 1230100500020   1              6.20        2.85 .                                            
          89    99999999  926011655127AUG200830AUG2008  1233597637 2240700400002   2             67.20       14.65 .                                            
         215      120177  160010272131AUG200831AUG2008  1233618453 1240700400020   1             73.40       38.25 .                                            
           5    99999999  926011457009SEP200813SEP2008  1233682051 2240100100676   1             43.40       18.65 .                                            
          49      121053  926010451010SEP200810SEP2008  1233689304 1240300300070   3           1514.40      229.65 .                                            
         195      120148  160010166303OCT200803OCT2008  1233837302 1230100500026   4            990.00      109.55 .                                            
         195      120148  160010166303OCT200803OCT2008  1233837302 1230100600036   3            309.60       50.40 .                                            
         111    99999999  160010207212OCT200814OCT2008  1233895201 2220100100371   1             25.60       12.90 .                                            
         111    99999999  160010207212OCT200814OCT2008  1233895201 2220101400238   2            113.80       25.95 .                                            
         544    99999999  905010000814OCT200815OCT2008  1233913196 2230100400012   1             29.30       11.75 .                                            
          34      121030  926011137915OCT200815OCT2008  1233920786 1210200400020   1             38.00       19.10 .                                            
          34      121030  926011137915OCT200815OCT2008  1233920786 1210200400070   1             41.60       20.90 .                                            
          52      121135  926011623515OCT200815OCT2008  1233920795 1240800200010   1            120.40       48.10 .                                            
          52      121064  926011623515OCT200815OCT2008  1233920805 1230100500056   1              8.00        3.50 .                                            
       19873    99999999  475010000127OCT200803NOV2008  1233998114 2220100100101   1             59.70       29.95 .                                            
       19873    99999999  475010000127OCT200803NOV2008  1233998114 2220100400022   1             98.90       47.70 .                                            
          92      121039  926011767601NOV200801NOV2008  1234033037 1220100700022   1             53.70       22.75 .                                            
          75      121069  926010806810NOV200810NOV2008  1234092222 1230100500023   1              7.20        3.10 .                                            
         195      120123  160010166317NOV200817NOV2008  1234133789 1240100400046   1            328.30      165.95 .                                            
          53      120121  160010325825NOV200825NOV2008  1234186330 1240100400095   1            200.10       97.75 .                                            
          49      121035  926010451026NOV200826NOV2008  1234198497 1210200100017   1             39.00       17.35 .                                            
       54655    99999999  260010001302DEC200805DEC2008  1234235150 2240200200060   2            369.00       73.85 .                                            
          49      121042  926010451003DEC200803DEC2008  1234247283 1220100400023   2            187.20       40.75 .                                            
          17      121135  926012330604DEC200804DEC2008  1234255111 1240800100039   3            257.40       39.90 .                                            
          23    99999999  926012667908DEC200812DEC2008  1234279341 2230100500092   1            116.70       48.60 .                                            
          92      121109  926011767611DEC200811DEC2008  1234301319 1240700200010   4            105.60       10.10 .                                            
       70210    99999999  260010001515DEC200816DEC2008  1234323012 3240200100098   2             29.20        6.75 .                                            
       70210    99999999  260010001515DEC200816DEC2008  1234323012 3240200100101   2             39.00       10.30 .                                            
       70210    99999999  260010001515DEC200816DEC2008  1234323012 3240200200035   2            196.00       39.30 .                                            
           4      121069  926010651918DEC200818DEC2008  1234348668 1230100100053   2             92.60       20.90 .                                            
          17      121071  926012330620DEC200820DEC2008  1234360543 1230100100033   2            110.20       25.40 .                                            
          12      121069  926010371322DEC200822DEC2008  1234373539 1230100100013   2            226.20       58.90 .                                            
         111      120123  160010207229DEC200829DEC2008  1234414529 1240100100654   2             90.40       18.15 .                                            
         111      120123  160010207229DEC200829DEC2008  1234414529 1240100400136   2            181.80       45.40 .                                            
          17      121109  926012330629DEC200829DEC2008  1234419240 1240700100013   5            119.95        9.75 .                                            
         195      120150  160010166302JAN200902JAN2009  1234437760 1230100600028   2            193.40       48.45 .                                            
          36    99999999  926012823711JAN200914JAN2009  1234534069 3240800100026   4            525.20       58.55 .                                            
         183      120121  160010076012JAN200912JAN2009  1234537441 1240100200001   1             16.00        6.35 .                                            
          16    99999999  394010586512JAN200914JAN2009  1234538390 2220200300015   1            115.00       52.40 .                                            
          16    99999999  394010586517JAN200919JAN2009  1234588648 2230100500101   1            138.70       62.50 .                                            
          16    99999999  394010586517JAN200919JAN2009  1234588648 2230100600024   1             76.10       38.15 .                                            
          16    99999999  394010586524JAN200926JAN2009  1234659163 2230100700008   1            504.20      245.80 .                                            
          63    99999999  926012549224JAN200925JAN2009  1234665265 2240100100063   2             48.40        9.75 .                                            
         171    99999999  160010155529JAN200902FEB2009  1234709803 3220100100304   2            122.60       30.75 .                                            
         183      120179  160010076031JAN200931JAN2009  1234727966 1240700400004   1             13.20        5.95 .                                            
       70221    99999999  260010001916FEB200918FEB2009  1234891576 3240200100226   1            183.90       86.65 .                                            
          18      121021  926011236116FEB200916FEB2009  1234897732 1240100100672   1            197.90       84.90 .                                            
          24    99999999  926011578422FEB200927FEB2009  1234958242 2230100500016   1             11.90        5.40 .                                            
          16    99999999  394010586524FEB200926FEB2009  1234972570 2230100200048   1             68.70       34.45 .                                            
       11171    99999999  260010003215MAR200917MAR2009  1235176942 3240200100021   1              2.70        1.20 .                                            
       11171    99999999  260010003215MAR200917MAR2009  1235176942 3240200100246   1             16.20        7.90 .                                            
         215      120160  160010272121MAR200921MAR2009  1235236723 1240400200094   1            254.20      115.60 .                                            
          89      121043  926011655124MAR200924MAR2009  1235275513 1220100100241   1             29.70       14.95 .                                            
         111      120122  160010207228MAR200928MAR2009  1235306679 1240100200014   1             55.40       22.80 .                                            
          63      121109  926012549204APR200904APR2009  1235384426 1240700100012   1             21.99        9.10 .                                            
          16    99999999  394010586525APR200927APR2009  1235591214 2240400200022   1             93.40       38.95 .                                            
          16    99999999  394010586525APR200927APR2009  1235591214 2240400200036   1             55.50       25.10 .                                            
          16    99999999  394010586527APR200929APR2009  1235611754 2240400300033   2             71.40       14.35 .                                            
          16    99999999  394010586527APR200929APR2009  1235611754 2240400300035   2             38.20        7.70 .                                            
          16    99999999  394010586510MAY200912MAY2009  1235744141 2230100500081   2            146.00       30.35 .                                            
          16    99999999  394010586510MAY200912MAY2009  1235744141 2230100700009   3           1687.50      287.10 .                                            
          24    99999999  926011578418MAY200924MAY2009  1235830338 2220200100202   1             92.00       46.10 .                                            
          24    99999999  926011578418MAY200924MAY2009  1235830338 2220200200073   1            145.90       66.35 .                                            
         171      120127  160010155521MAY200921MAY2009  1235856852 1220100100019   1             27.70       13.95 .                                            
         171      120127  160010155521MAY200921MAY2009  1235856852 1220101400152   1             13.10        5.90 .                                            
          36    99999999  926012823723MAY200926MAY2009  1235881915 3240700400004   2             26.40        5.95 .                                            
          49      121040  926010451026MAY200926MAY2009  1235913793 1220101200025   1             26.70       11.60 .                                            
          79    99999999  926010187427MAY200903JUN2009  1235926178 3210200200022   2             36.00        7.05 .                                            
       12386    99999999  475010000131MAY200901JUN2009  1235963427 2220100700024   3            313.80       49.80 .                                            
       12386    99999999  475010000131MAY200901JUN2009  1235963427 2220100900029   1             31.40       12.55 .                                            
         183      120127  160010076006JUN200906JUN2009  1236017640 1220101400092   1             57.70       25.70 .                                            
           9    99999999  394010665907JUN200912JUN2009  1236028541 3230100500056   2             16.00        3.50 .                                            
          10      121136  926012939509JUN200909JUN2009  1236055696 1240800100041   1            292.50      121.75 .                                            
         908    99999999  905010002310JUN200914JUN2009  1236066649 2230100300010   1             46.70       18.75 .                                            
          36    99999999  926012823715JUN200918JUN2009  1236113431 3230100200066   2             25.80        5.45 .                                            
       26148    99999999  260010001017JUN200919JUN2009  1236128445 2240200100053   2            174.40       44.95 .                                            
          16    99999999  394010586517JUN200919JUN2009  1236128456 2230100500006   2             16.80        3.45 .                                            
          16    99999999  394010586517JUN200919JUN2009  1236128456 2230100600016   2            154.00       38.60 .                                            
          23    99999999  926012667922JUN200927JUN2009  1236183578 2240500100026   2            110.40       24.50 .                                            
          23    99999999  926012667922JUN200927JUN2009  1236183578 2240500200007   3             28.50        4.55 .                                            
          41      120131  160010152726JUN200926JUN2009  1236216065 1240200100118   1            175.50       89.55 .                                            
          92      121051  926011767608JUL200908JUL2009  1236349115 1240200100221   4            396.00       49.60 .                                            
          92      121051  926011767608JUL200908JUL2009  1236349115 1240200200024   2            250.80       12.50 .                                            
         111      120123  160010207211JUL200911JUL2009  1236369939 1240100100365   1            191.60       87.40 .                                            
         111      120123  160010207211JUL200911JUL2009  1236369939 1240100400037   1            231.00      113.65 .                                            
       70108    99999999  260010004622JUL200902AUG2009  1236483576 2240200200071   4             74.80       10.00 .                                            
           9    99999999  394010665910AUG200915AUG2009  1236673732 3230100700008   3           1542.60      250.70 .                                            
           9    99999999  394010665910AUG200915AUG2009  1236673732 3230100700011   2            550.20      113.45 .                                            
       70221    99999999  260010001912AUG200914AUG2009  1236694462 3240200100056   2             82.40       19.90 .                                            
          34      121027  926011137912AUG200912AUG2009  1236701935 1210200300052   2             43.80       11.05 .                                            
         183      120136  160010076021AUG200921AUG2009  1236783056 1240300200058   2            183.60       41.70 .                                            
         183      120136  160010076021AUG200921AUG2009  1236783056 1240300300090   3           1561.80      237.05 .                                            
         215      120170  160010272128AUG200928AUG2009  1236852196 1240600100016   1             55.30       21.90 .                                            
